Container is store 7493 shapes:
Rectangle: x upper left = 0  y upper left= 0 x lower right = 0 y lower right = -11, Perimeter = 0.0
Rectangle: x upper left = 6  y upper left= 0 x lower right = 19 y lower right = -1, Perimeter = 26.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 28 y lower right = -11, Perimeter = 26.0
Rectangle: x upper left = 20  y upper left= 0 x lower right = 33 y lower right = -10, Perimeter = 26.0
Rectangle: x upper left = 2  y upper left= 0 x lower right = 15 y lower right = -11, Perimeter = 26.0
Rectangle: x upper left = 18  y upper left= 0 x lower right = 31 y lower right = -6, Perimeter = 26.0
Rectangle: x upper left = 14  y upper left= 0 x lower right = 27 y lower right = -2, Perimeter = 26.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 13 y lower right = -5, Perimeter = 26.0
Rectangle: x upper left = 8  y upper left= 0 x lower right = 21 y lower right = -11, Perimeter = 26.0
Rectangle: x upper left = 20  y upper left= 0 x lower right = 33 y lower right = -9, Perimeter = 26.0
Rectangle: x upper left = 16  y upper left= 0 x lower right = 29 y lower right = -1, Perimeter = 26.0
Rectangle: x upper left = 1  y upper left= 0 x lower right = 14 y lower right = -7, Perimeter = 26.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 13 y lower right = -5, Perimeter = 26.0
Rectangle: x upper left = 20  y upper left= 0 x lower right = 33 y lower right = -4, Perimeter = 26.0
Rectangle: x upper left = 2  y upper left= 0 x lower right = 15 y lower right = -18, Perimeter = 26.0
Rectangle: x upper left = 3  y upper left= 0 x lower right = 16 y lower right = -3, Perimeter = 26.0
Rectangle: x upper left = 17  y upper left= 0 x lower right = 30 y lower right = -9, Perimeter = 26.0
Rectangle: x upper left = 7  y upper left= 0 x lower right = 20 y lower right = -1, Perimeter = 26.0
Rectangle: x upper left = 14  y upper left= 0 x lower right = 27 y lower right = -16, Perimeter = 26.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 28 y lower right = -9, Perimeter = 26.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 13 y lower right = -16, Perimeter = 26.0
Rectangle: x upper left = 14  y upper left= 0 x lower right = 27 y lower right = -18, Perimeter = 26.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 13 y lower right = -11, Perimeter = 26.0
Rectangle: x upper left = 16  y upper left= 0 x lower right = 29 y lower right = -20, Perimeter = 26.0
Rectangle: x upper left = 13  y upper left= 0 x lower right = 26 y lower right = -5, Perimeter = 26.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 13 y lower right = -14, Perimeter = 26.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 28 y lower right = -12, Perimeter = 26.0
Rectangle: x upper left = 11  y upper left= 0 x lower right = 24 y lower right = -13, Perimeter = 26.0
Rectangle: x upper left = 9  y upper left= 0 x lower right = 22 y lower right = -18, Perimeter = 26.0
Rectangle: x upper left = 13  y upper left= 0 x lower right = 26 y lower right = 0, Perimeter = 26.0
Rectangle: x upper left = 2  y upper left= 0 x lower right = 15 y lower right = -16, Perimeter = 26.0
Rectangle: x upper left = 13  y upper left= 0 x lower right = 26 y lower right = -10, Perimeter = 26.0
Rectangle: x upper left = 14  y upper left= 0 x lower right = 27 y lower right = -7, Perimeter = 26.0
Rectangle: x upper left = 18  y upper left= 0 x lower right = 31 y lower right = -9, Perimeter = 26.0
Rectangle: x upper left = 1  y upper left= 0 x lower right = 14 y lower right = -10, Perimeter = 26.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 13 y lower right = 0, Perimeter = 26.0
Rectangle: x upper left = 10  y upper left= 0 x lower right = 23 y lower right = -8, Perimeter = 26.0
Rectangle: x upper left = 12  y upper left= 0 x lower right = 25 y lower right = -9, Perimeter = 26.0
Rectangle: x upper left = 12  y upper left= 0 x lower right = 25 y lower right = -12, Perimeter = 26.0
Rectangle: x upper left = 5  y upper left= 0 x lower right = 18 y lower right = -3, Perimeter = 26.0
Rectangle: x upper left = 11  y upper left= 0 x lower right = 24 y lower right = -14, Perimeter = 26.0
Rectangle: x upper left = 16  y upper left= 0 x lower right = 29 y lower right = -14, Perimeter = 26.0
Rectangle: x upper left = 14  y upper left= 0 x lower right = 27 y lower right = 0, Perimeter = 26.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 13 y lower right = -17, Perimeter = 26.0
Rectangle: x upper left = 20  y upper left= 0 x lower right = 33 y lower right = -10, Perimeter = 26.0
Rectangle: x upper left = 19  y upper left= 0 x lower right = 32 y lower right = -1, Perimeter = 26.0
Rectangle: x upper left = 8  y upper left= 0 x lower right = 21 y lower right = -11, Perimeter = 26.0
Rectangle: x upper left = 5  y upper left= 0 x lower right = 18 y lower right = -20, Perimeter = 26.0
Rectangle: x upper left = 3  y upper left= 0 x lower right = 16 y lower right = -7, Perimeter = 26.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 13 y lower right = -12, Perimeter = 26.0
Rectangle: x upper left = 16  y upper left= 0 x lower right = 29 y lower right = -12, Perimeter = 26.0
Rectangle: x upper left = 8  y upper left= 0 x lower right = 21 y lower right = -13, Perimeter = 26.0
Rectangle: x upper left = 14  y upper left= 0 x lower right = 27 y lower right = -16, Perimeter = 26.0
Rectangle: x upper left = 5  y upper left= 0 x lower right = 18 y lower right = -2, Perimeter = 26.0
Rectangle: x upper left = 7  y upper left= 0 x lower right = 20 y lower right = -3, Perimeter = 26.0
Rectangle: x upper left = 12  y upper left= 0 x lower right = 25 y lower right = -3, Perimeter = 26.0
Rectangle: x upper left = 7  y upper left= 0 x lower right = 20 y lower right = -20, Perimeter = 26.0
Rectangle: x upper left = 6  y upper left= 0 x lower right = 19 y lower right = -16, Perimeter = 26.0
Rectangle: x upper left = 17  y upper left= 0 x lower right = 30 y lower right = 0, Perimeter = 26.0
Rectangle: x upper left = 14  y upper left= 0 x lower right = 27 y lower right = -2, Perimeter = 26.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 13 y lower right = -18, Perimeter = 26.0
Rectangle: x upper left = 18  y upper left= 0 x lower right = 31 y lower right = -13, Perimeter = 26.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 28 y lower right = -2, Perimeter = 26.0
Rectangle: x upper left = 13  y upper left= 0 x lower right = 26 y lower right = 0, Perimeter = 26.0
Rectangle: x upper left = 12  y upper left= 0 x lower right = 25 y lower right = -11, Perimeter = 26.0
Rectangle: x upper left = 8  y upper left= 0 x lower right = 21 y lower right = -8, Perimeter = 26.0
Rectangle: x upper left = 14  y upper left= 0 x lower right = 27 y lower right = -13, Perimeter = 26.0
Rectangle: x upper left = 13  y upper left= 0 x lower right = 26 y lower right = -16, Perimeter = 26.0
Rectangle: x upper left = 11  y upper left= 0 x lower right = 24 y lower right = -11, Perimeter = 26.0
Triangle: a = (4;1)  b = (1;8)  c = (11;4), Perimeter = 26.001875825996827
Triangle: a = (12;4)  b = (5;3)  c = (16;9), Perimeter = 26.00415613543999
Triangle: a = (9;13)  b = (17;10)  c = (16;4), Perimeter = 26.02852052660713
Triangle: a = (14;16)  b = (12;11)  c = (3;14), Perimeter = 26.052337675138592
Triangle: a = (12;14)  b = (5;6)  c = (2;9), Perimeter = 26.053126387352883
Triangle: a = (13;15)  b = (19;8)  c = (15;4), Perimeter = 26.056738594284216
Triangle: a = (13;18)  b = (17;14)  c = (6;12), Perimeter = 26.056738594284216
Triangle: a = (1;9)  b = (2;11)  c = (13;13), Perimeter = 26.06551850567226
Triangle: a = (9;9)  b = (8;15)  c = (18;11), Perimeter = 26.072636601860115
Triangle: a = (14;20)  b = (7;16)  c = (3;13), Perimeter = 26.100662558703846
Triangle: a = (14;3)  b = (10;6)  c = (3;10), Perimeter = 26.100662558703846
Triangle: a = (8;12)  b = (19;8)  c = (20;7), Perimeter = 26.11891347309272
Triangle: a = (4;8)  b = (14;6)  c = (13;12), Perimeter = 26.12965935927989
Triangle: a = (14;13)  b = (9;14)  c = (1;13), Perimeter = 26.161277261891335
Triangle: a = (10;13)  b = (11;18)  c = (6;6), Perimeter = 26.161277261891335
Triangle: a = (20;18)  b = (15;6)  c = (20;16), Perimeter = 26.18033988749895
Triangle: a = (12;3)  b = (17;9)  c = (6;7), Perimeter = 26.201692114333582
Triangle: a = (9;15)  b = (5;3)  c = (4;7), Perimeter = 26.206197398347783
Triangle: a = (3;6)  b = (13;12)  c = (14;9), Perimeter = 26.22593570085036
Triangle: a = (13;11)  b = (5;1)  c = (8;8), Perimeter = 26.252973475574905
Triangle: a = (10;17)  b = (2;7)  c = (7;10), Perimeter = 26.252973475574905
Triangle: a = (14;15)  b = (17;16)  c = (9;6), Perimeter = 26.264156276021076
Triangle: a = (18;13)  b = (18;2)  c = (13;10), Perimeter = 26.2649330269019
Triangle: a = (13;2)  b = (16;12)  c = (18;14), Perimeter = 26.26873363365674
Triangle: a = (16;18)  b = (14;19)  c = (3;18), Perimeter = 26.28142899468705
Triangle: a = (17;20)  b = (5;15)  c = (8;15), Perimeter = 26.295630140987
Triangle: a = (20;18)  b = (13;9)  c = (18;20), Perimeter = 26.313227349332145
Triangle: a = (5;12)  b = (4;4)  c = (6;17), Perimeter = 26.314223699857237
Triangle: a = (4;16)  b = (2;4)  c = (4;17), Perimeter = 26.318471498562346
Triangle: a = (19;9)  b = (20;13)  c = (12;19), Perimeter = 26.329661241351364
Triangle: a = (13;15)  b = (10;6)  c = (5;13), Perimeter = 26.335369498783088
Triangle: a = (9;11)  b = (14;18)  c = (17;9), Perimeter = 26.335369498783088
Triangle: a = (1;10)  b = (10;16)  c = (8;8), Perimeter = 26.342974966907807
Triangle: a = (8;1)  b = (9;12)  c = (4;2), Perimeter = 26.34880653030387
Triangle: a = (16;18)  b = (11;7)  c = (10;14), Perimeter = 26.365216336388027
Triangle: a = (13;12)  b = (4;4)  c = (12;6), Perimeter = 26.370568360325834
Triangle: a = (5;8)  b = (12;8)  c = (13;16), Perimeter = 26.37596624728331
Triangle: a = (3;17)  b = (5;10)  c = (4;4), Perimeter = 26.401277229984036
Triangle: a = (3;17)  b = (6;12)  c = (14;11), Perimeter = 26.423173729285516
Triangle: a = (6;10)  b = (11;19)  c = (12;9), Perimeter = 26.42826829240611
Triangle: a = (18;14)  b = (10;19)  c = (6;19), Perimeter = 26.4339811320566
Triangle: a = (13;20)  b = (20;9)  c = (13;18), Perimeter = 26.440159061396677
Triangle: a = (13;11)  b = (8;1)  c = (5;6), Perimeter = 26.445272914400853
Triangle: a = (12;9)  b = (17;20)  c = (10;13), Perimeter = 26.45467686520582
Triangle: a = (13;6)  b = (12;8)  c = (14;19), Perimeter = 26.454812675404035
Triangle: a = (8;2)  b = (6;1)  c = (13;12), Perimeter = 26.454812675404035
Triangle: a = (5;3)  b = (18;4)  c = (7;2), Perimeter = 26.45481267540404
Triangle: a = (17;6)  b = (11;10)  c = (18;16), Perimeter = 26.480522629341756
Triangle: a = (5;12)  b = (18;13)  c = (10;14), Perimeter = 26.48582736583835
Triangle: a = (10;8)  b = (5;14)  c = (8;2), Perimeter = 26.504121873096395
Triangle: a = (3;6)  b = (12;7)  c = (8;14), Perimeter = 26.551624018492568
Triangle: a = (7;19)  b = (15;15)  c = (8;10), Perimeter = 26.601982315179203
Triangle: a = (1;12)  b = (9;20)  c = (7;11), Perimeter = 26.61601548657587
Triangle: a = (9;14)  b = (4;2)  c = (5;2), Perimeter = 26.64911064067352
Triangle: a = (13;14)  b = (10;20)  c = (2;18), Perimeter = 26.659115094454314
Triangle: a = (4;15)  b = (15;19)  c = (12;13), Perimeter = 26.659115094454314
Triangle: a = (13;7)  b = (17;18)  c = (19;10), Perimeter = 26.659115094454318
Triangle: a = (16;8)  b = (9;10)  c = (13;18), Perimeter = 26.66468830819023
Triangle: a = (12;11)  b = (12;8)  c = (5;19), Perimeter = 26.668550623139947
Triangle: a = (7;12)  b = (12;18)  c = (10;6), Perimeter = 26.68397866900246
Triangle: a = (8;5)  b = (3;16)  c = (1;11), Perimeter = 26.687755238021964
Triangle: a = (20;2)  b = (10;1)  c = (20;7), Perimeter = 26.71177941081149
Triangle: a = (10;16)  b = (3;14)  c = (15;11), Perimeter = 26.720494577998974
Triangle: a = (11;18)  b = (8;6)  c = (13;11), Perimeter = 26.720494577998974
Triangle: a = (4;12)  b = (9;16)  c = (2;5), Perimeter = 26.721638937118662
Triangle: a = (5;10)  b = (15;2)  c = (7;5), Perimeter = 26.735417027317734
Triangle: a = (16;4)  b = (18;15)  c = (19;17), Perimeter = 26.758071929125073
Triangle: a = (15;15)  b = (12;2)  c = (14;7), Perimeter = 26.789086619559388
Triangle: a = (17;9)  b = (12;15)  c = (17;3), Perimeter = 26.810249675906654
Triangle: a = (18;19)  b = (5;16)  c = (14;19), Perimeter = 26.828497044631472
Triangle: a = (14;17)  b = (8;5)  c = (11;11), Perimeter = 26.832815729997478
Triangle: a = (8;1)  b = (6;11)  c = (10;13), Perimeter = 26.83570004278159
Triangle: a = (5;14)  b = (15;12)  c = (17;16), Perimeter = 26.83570004278159
Triangle: a = (14;14)  b = (20;6)  c = (10;9), Perimeter = 26.8434307463434
Triangle: a = (16;9)  b = (9;3)  c = (15;14), Perimeter = 26.848528057027337
Triangle: a = (14;12)  b = (5;8)  c = (17;8), Perimeter = 26.848857801796104
Triangle: a = (9;8)  b = (8;14)  c = (6;1), Perimeter = 26.851482074128032
Triangle: a = (14;18)  b = (19;17)  c = (18;7), Perimeter = 26.853595045433302
Triangle: a = (11;3)  b = (20;4)  c = (11;10), Perimeter = 26.872038964529388
Triangle: a = (7;11)  b = (19;8)  c = (17;12), Perimeter = 26.89132845297345
Triangle: a = (10;6)  b = (4;16)  c = (5;18), Perimeter = 26.89797176719039
Triangle: a = (9;15)  b = (6;5)  c = (1;8), Perimeter = 26.9014042164905
Triangle: a = (9;11)  b = (8;10)  c = (18;19), Perimeter = 26.9094321882391
Triangle: a = (17;7)  b = (4;4)  c = (16;6), Perimeter = 26.921402687095867
Triangle: a = (6;18)  b = (10;19)  c = (14;9), Perimeter = 26.935029818678963
Triangle: a = (10;17)  b = (19;7)  c = (13;13), Perimeter = 26.938905421312278
Triangle: a = (19;11)  b = (12;7)  c = (20;17), Perimeter = 26.951268753462465
Triangle: a = (6;9)  b = (4;13)  c = (16;12), Perimeter = 26.954037042702424
Triangle: a = (14;17)  b = (20;7)  c = (18;18), Perimeter = 26.965349302807212
Triangle: a = (6;19)  b = (19;18)  c = (14;16), Perimeter = 26.96757336285733
Triangle: a = (10;14)  b = (8;1)  c = (8;12), Perimeter = 26.981373562712097
Triangle: a = (8;19)  b = (2;7)  c = (4;9), Perimeter = 27.01516460401394
Triangle: a = (3;4)  b = (5;11)  c = (2;17), Perimeter = 27.026718632185187
Triangle: a = (1;9)  b = (1;8)  c = (14;9), Perimeter = 27.038404810405297
Triangle: a = (9;16)  b = (10;8)  c = (7;3), Perimeter = 27.046156081109757
Triangle: a = (20;14)  b = (17;9)  c = (18;1), Perimeter = 27.046156081109757
Triangle: a = (18;20)  b = (15;16)  c = (8;11), Perimeter = 27.055949314116337
Triangle: a = (15;13)  b = (9;3)  c = (15;15), Perimeter = 27.07831165468934
Triangle: a = (8;13)  b = (7;11)  c = (17;20), Perimeter = 27.091446275564877
Triangle: a = (16;17)  b = (7;7)  c = (10;12), Perimeter = 27.094825617825663
Triangle: a = (7;12)  b = (5;5)  c = (11;17), Perimeter = 27.099641991712105
Triangle: a = (2;4)  b = (3;17)  c = (5;9), Perimeter = 27.11556795648592
Triangle: a = (9;7)  b = (9;17)  c = (13;5), Perimeter = 27.1212465956731
Triangle: a = (4;12)  b = (15;17)  c = (4;10), Perimeter = 27.12145078399987
Triangle: a = (19;8)  b = (10;5)  c = (7;2), Perimeter = 27.14588153262316
Triangle: a = (15;3)  b = (7;4)  c = (6;11), Perimeter = 27.17492013895632
Triangle: a = (6;2)  b = (1;13)  c = (1;3), Perimeter = 27.18206548718736
Triangle: a = (13;14)  b = (9;1)  c = (9;1), Perimeter = 27.202941017470888
Triangle: a = (3;14)  b = (5;7)  c = (7;1), Perimeter = 27.20613571835272
Triangle: a = (20;9)  b = (7;5)  c = (14;7), Perimeter = 27.206135718352723
Triangle: a = (20;9)  b = (14;20)  c = (13;14), Perimeter = 27.215051883482513
Triangle: a = (7;9)  b = (3;15)  c = (10;20), Perimeter = 27.215182068961987
Triangle: a = (3;19)  b = (13;18)  c = (3;13), Perimeter = 27.23021550861984
Triangle: a = (14;18)  b = (6;14)  c = (7;8), Perimeter = 27.23359005603108
Triangle: a = (9;11)  b = (17;11)  c = (20;17), Perimeter = 27.238168018641037
Triangle: a = (7;9)  b = (16;15)  c = (18;17), Perimeter = 27.2465514598736
Triangle: a = (10;18)  b = (19;12)  c = (8;20), Perimeter = 27.246551459873604
Triangle: a = (8;11)  b = (19;15)  c = (6;12), Perimeter = 27.28243195234575
Triangle: a = (20;17)  b = (9;13)  c = (7;14), Perimeter = 27.28243195234575
Triangle: a = (12;7)  b = (4;16)  c = (2;13), Perimeter = 27.309049643946885
Triangle: a = (13;11)  b = (1;6)  c = (8;12), Perimeter = 27.31856397088567
Triangle: a = (12;5)  b = (8;11)  c = (19;4), Perimeter = 27.32057517319875
Triangle: a = (3;8)  b = (6;1)  c = (6;14), Perimeter = 27.323977038363278
Triangle: a = (6;11)  b = (9;4)  c = (14;14), Perimeter = 27.340116738680386
Triangle: a = (4;12)  b = (15;10)  c = (16;7), Perimeter = 27.34261754766733
Triangle: a = (18;18)  b = (10;8)  c = (19;15), Perimeter = 27.370280386025456
Triangle: a = (10;11)  b = (20;19)  c = (17;20), Perimeter = 27.370280386025456
Triangle: a = (19;12)  b = (10;2)  c = (13;8), Perimeter = 27.37293053050106
Triangle: a = (3;11)  b = (9;14)  c = (14;19), Perimeter = 27.380742253100287
Triangle: a = (10;10)  b = (14;3)  c = (3;7), Perimeter = 27.382730764882083
Triangle: a = (3;12)  b = (4;7)  c = (13;4), Perimeter = 27.392100968963618
Triangle: a = (8;12)  b = (18;20)  c = (17;15), Perimeter = 27.39210096896362
Triangle: a = (3;4)  b = (15;10)  c = (3;5), Perimeter = 27.41640786499874
Triangle: a = (14;9)  b = (19;16)  c = (9;7), Perimeter = 27.44111412125084
Triangle: a = (6;4)  b = (10;4)  c = (19;8), Perimeter = 27.450328310531546
Triangle: a = (6;9)  b = (12;19)  c = (3;13), Perimeter = 27.47855761608257
Triangle: a = (3;2)  b = (16;4)  c = (3;1), Perimeter = 27.49461050209224
Triangle: a = (6;6)  b = (15;11)  c = (4;3), Perimeter = 27.502651925186434
Triangle: a = (6;7)  b = (13;3)  c = (10;14), Perimeter = 27.52626974758848
Triangle: a = (14;18)  b = (11;6)  c = (10;17), Perimeter = 27.537783519657903
Triangle: a = (14;5)  b = (13;1)  c = (2;2), Perimeter = 27.537783519657903
Triangle: a = (7;8)  b = (6;15)  c = (16;13), Perimeter = 27.564736980038045
Triangle: a = (17;12)  b = (11;6)  c = (16;18), Perimeter = 27.568043904536786
Triangle: a = (16;2)  b = (14;1)  c = (8;12), Perimeter = 27.572280538507155
Triangle: a = (13;15)  b = (3;7)  c = (13;11), Perimeter = 27.576578089134706
Triangle: a = (14;20)  b = (6;11)  c = (11;10), Perimeter = 27.58092060129563
Triangle: a = (4;9)  b = (1;6)  c = (14;9), Perimeter = 27.584304751245618
Triangle: a = (12;6)  b = (9;19)  c = (12;16), Perimeter = 27.584304751245618
Triangle: a = (13;14)  b = (6;9)  c = (11;3), Perimeter = 27.59291483044823
Triangle: a = (19;12)  b = (8;14)  c = (6;16), Perimeter = 27.610237520980583
Triangle: a = (2;2)  b = (8;9)  c = (8;14), Perimeter = 27.635952322291626
Triangle: a = (9;9)  b = (20;4)  c = (17;1), Perimeter = 27.639395159698616
Triangle: a = (7;13)  b = (18;8)  c = (10;16), Perimeter = 27.639395159698616
Triangle: a = (1;12)  b = (11;3)  c = (11;5), Perimeter = 27.660179662807412
Triangle: a = (8;1)  b = (8;9)  c = (17;5), Perimeter = 27.697715603592208
Triangle: a = (13;19)  b = (14;7)  c = (18;16), Perimeter = 27.7214042754337
Triangle: a = (9;20)  b = (19;13)  c = (8;16), Perimeter = 27.73141549234274
Triangle: a = (10;11)  b = (15;5)  c = (3;9), Perimeter = 27.73947020586069
Triangle: a = (2;18)  b = (10;8)  c = (1;14), Perimeter = 27.74600792687533
Triangle: a = (8;15)  b = (18;7)  c = (14;15), Perimeter = 27.750520384864856
Triangle: a = (12;16)  b = (3;6)  c = (8;8), Perimeter = 27.783060764207374
Triangle: a = (4;17)  b = (14;11)  c = (16;10), Perimeter = 27.790415756640193
Triangle: a = (10;7)  b = (17;19)  c = (16;17), Perimeter = 27.790415756640197
Triangle: a = (9;4)  b = (13;2)  c = (1;9), Perimeter = 27.798561076505983
Triangle: a = (10;1)  b = (9;12)  c = (4;11), Perimeter = 27.80628432047065
Triangle: a = (18;13)  b = (17;17)  c = (6;13), Perimeter = 27.827805536337287
Triangle: a = (7;8)  b = (19;13)  c = (16;8), Perimeter = 27.8309518948453
Triangle: a = (16;3)  b = (18;14)  c = (11;10), Perimeter = 27.844922902840125
Triangle: a = (18;10)  b = (11;13)  c = (5;15), Perimeter = 27.868716703384788
Triangle: a = (13;2)  b = (17;11)  c = (14;15), Perimeter = 27.887262612201404
Triangle: a = (15;11)  b = (18;20)  c = (13;7), Perimeter = 27.887357212688837
Triangle: a = (13;8)  b = (4;4)  c = (17;9), Perimeter = 27.900351704597885
Triangle: a = (12;8)  b = (18;14)  c = (18;20), Perimeter = 27.901689239237307
Triangle: a = (10;9)  b = (15;8)  c = (4;16), Perimeter = 27.920034479621116
Triangle: a = (14;7)  b = (9;18)  c = (13;5), Perimeter = 27.920584459829808
Triangle: a = (2;16)  b = (4;12)  c = (13;8), Perimeter = 27.922464265531126
Triangle: a = (3;10)  b = (6;18)  c = (7;5), Perimeter = 27.985532793155677
Triangle: a = (13;8)  b = (4;18)  c = (5;13), Perimeter = 27.986624692723097
Triangle: a = (17;13)  b = (7;4)  c = (12;5), Perimeter = 27.986624692723097
Triangle: a = (17;7)  b = (11;16)  c = (7;11), Perimeter = 27.99010767809383
Triangle: a = (3;12)  b = (8;8)  c = (12;18), Perimeter = 27.99010767809383
Rectangle: x upper left = 0  y upper left= 0 x lower right = 14 y lower right = -6, Perimeter = 28.0
Rectangle: x upper left = 16  y upper left= 0 x lower right = 30 y lower right = -20, Perimeter = 28.0
Rectangle: x upper left = 7  y upper left= 0 x lower right = 21 y lower right = -16, Perimeter = 28.0
Rectangle: x upper left = 12  y upper left= 0 x lower right = 26 y lower right = -10, Perimeter = 28.0
Rectangle: x upper left = 3  y upper left= 0 x lower right = 17 y lower right = -16, Perimeter = 28.0
Rectangle: x upper left = 3  y upper left= 0 x lower right = 17 y lower right = -3, Perimeter = 28.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 29 y lower right = -20, Perimeter = 28.0
Rectangle: x upper left = 20  y upper left= 0 x lower right = 34 y lower right = -19, Perimeter = 28.0
Rectangle: x upper left = 11  y upper left= 0 x lower right = 25 y lower right = -19, Perimeter = 28.0
Rectangle: x upper left = 16  y upper left= 0 x lower right = 30 y lower right = -20, Perimeter = 28.0
Triangle: a = (2;17)  b = (16;17)  c = (8;17), Perimeter = 28.0
Rectangle: x upper left = 12  y upper left= 0 x lower right = 26 y lower right = -1, Perimeter = 28.0
Rectangle: x upper left = 6  y upper left= 0 x lower right = 20 y lower right = -15, Perimeter = 28.0
Rectangle: x upper left = 13  y upper left= 0 x lower right = 27 y lower right = -19, Perimeter = 28.0
Rectangle: x upper left = 9  y upper left= 0 x lower right = 23 y lower right = -10, Perimeter = 28.0
Rectangle: x upper left = 2  y upper left= 0 x lower right = 16 y lower right = -19, Perimeter = 28.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 29 y lower right = -11, Perimeter = 28.0
Rectangle: x upper left = 5  y upper left= 0 x lower right = 19 y lower right = 0, Perimeter = 28.0
Rectangle: x upper left = 17  y upper left= 0 x lower right = 31 y lower right = -11, Perimeter = 28.0
Rectangle: x upper left = 11  y upper left= 0 x lower right = 25 y lower right = -9, Perimeter = 28.0
Rectangle: x upper left = 12  y upper left= 0 x lower right = 26 y lower right = -8, Perimeter = 28.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 29 y lower right = -11, Perimeter = 28.0
Rectangle: x upper left = 10  y upper left= 0 x lower right = 24 y lower right = -8, Perimeter = 28.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 14 y lower right = -9, Perimeter = 28.0
Rectangle: x upper left = 2  y upper left= 0 x lower right = 16 y lower right = 0, Perimeter = 28.0
Rectangle: x upper left = 2  y upper left= 0 x lower right = 16 y lower right = -13, Perimeter = 28.0
Rectangle: x upper left = 3  y upper left= 0 x lower right = 17 y lower right = -1, Perimeter = 28.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 29 y lower right = -9, Perimeter = 28.0
Rectangle: x upper left = 5  y upper left= 0 x lower right = 19 y lower right = -11, Perimeter = 28.0
Rectangle: x upper left = 7  y upper left= 0 x lower right = 21 y lower right = -9, Perimeter = 28.0
Rectangle: x upper left = 7  y upper left= 0 x lower right = 21 y lower right = 0, Perimeter = 28.0
Rectangle: x upper left = 7  y upper left= 0 x lower right = 21 y lower right = -5, Perimeter = 28.0
Rectangle: x upper left = 11  y upper left= 0 x lower right = 25 y lower right = -12, Perimeter = 28.0
Rectangle: x upper left = 4  y upper left= 0 x lower right = 18 y lower right = -19, Perimeter = 28.0
Rectangle: x upper left = 2  y upper left= 0 x lower right = 16 y lower right = -5, Perimeter = 28.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 29 y lower right = -12, Perimeter = 28.0
Rectangle: x upper left = 7  y upper left= 0 x lower right = 21 y lower right = -10, Perimeter = 28.0
Rectangle: x upper left = 17  y upper left= 0 x lower right = 31 y lower right = -15, Perimeter = 28.0
Rectangle: x upper left = 1  y upper left= 0 x lower right = 15 y lower right = -9, Perimeter = 28.0
Rectangle: x upper left = 18  y upper left= 0 x lower right = 32 y lower right = -20, Perimeter = 28.0
Rectangle: x upper left = 8  y upper left= 0 x lower right = 22 y lower right = -15, Perimeter = 28.0
Rectangle: x upper left = 12  y upper left= 0 x lower right = 26 y lower right = -17, Perimeter = 28.0
Rectangle: x upper left = 4  y upper left= 0 x lower right = 18 y lower right = -8, Perimeter = 28.0
Rectangle: x upper left = 1  y upper left= 0 x lower right = 15 y lower right = -7, Perimeter = 28.0
Rectangle: x upper left = 11  y upper left= 0 x lower right = 25 y lower right = -7, Perimeter = 28.0
Rectangle: x upper left = 17  y upper left= 0 x lower right = 31 y lower right = -18, Perimeter = 28.0
Rectangle: x upper left = 5  y upper left= 0 x lower right = 19 y lower right = -20, Perimeter = 28.0
Rectangle: x upper left = 17  y upper left= 0 x lower right = 31 y lower right = -14, Perimeter = 28.0
Rectangle: x upper left = 9  y upper left= 0 x lower right = 23 y lower right = -11, Perimeter = 28.0
Rectangle: x upper left = 17  y upper left= 0 x lower right = 31 y lower right = -17, Perimeter = 28.0
Rectangle: x upper left = 2  y upper left= 0 x lower right = 16 y lower right = -9, Perimeter = 28.0
Rectangle: x upper left = 19  y upper left= 0 x lower right = 33 y lower right = -8, Perimeter = 28.0
Rectangle: x upper left = 10  y upper left= 0 x lower right = 24 y lower right = 0, Perimeter = 28.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 14 y lower right = -15, Perimeter = 28.0
Rectangle: x upper left = 7  y upper left= 0 x lower right = 21 y lower right = -13, Perimeter = 28.0
Rectangle: x upper left = 6  y upper left= 0 x lower right = 20 y lower right = 0, Perimeter = 28.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 14 y lower right = -17, Perimeter = 28.0
